Livro,Autor,Ano,Área,Caminho_SSD
2017-Curso de Direito Processual Civil Moderno José Miguel Garcia Medina,PRIMEIRAS PÁGINAS,2017,civil,D:\doutora-ia\direito\ebooksmds\civil\2017-Curso de Direito Processual Civil Moderno José Miguel Garcia Medina.md
2018_Manual_de_Prática_Civil_Fernanda,Fernanda Tartuce,2018,civil,D:\doutora-ia\direito\ebooksmds\civil\2018_Manual_de_Prática_Civil_Fernanda.md
2018_O_Direito_Privado_e_o_Novo_Código_de_Processo_Civil_Repercussões,FELIPE PEIXOTO BRAGA NETTO,2018,civil,D:\doutora-ia\direito\ebooksmds\civil\2018_O_Direito_Privado_e_o_Novo_Código_de_Processo_Civil_Repercussões.md
2019-Direito Civil 1 - Flavio Tartuce - 2019,PARTE GERAL,2021,civil,D:\doutora-ia\direito\ebooksmds\civil\2019-Direito Civil 1 - Flavio Tartuce - 2019.md
2019-Direito Civil 6 - Flavio Tartuce - 2019,Flávio Tartuce,2019,civil,D:\doutora-ia\direito\ebooksmds\civil\2019-Direito Civil 6 - Flavio Tartuce - 2019.md
2019_1_Curso_de_Direito_Civil_1,Álvaro Villaça Azevedo,2019,civil,D:\doutora-ia\direito\ebooksmds\civil\2019_1_Curso_de_Direito_Civil_1.md
2019_1_Curso_de_Direito_Civil_2,Álvaro Villaça Azevedo,2019,civil,D:\doutora-ia\direito\ebooksmds\civil\2019_1_Curso_de_Direito_Civil_2.md
2019_1_Curso_de_Direito_Civil_3,Álvaro Villaça Azevedo,2019,civil,D:\doutora-ia\direito\ebooksmds\civil\2019_1_Curso_de_Direito_Civil_3.md
2019_1_Curso_de_Direito_Civil_4,Álvaro Villaça Azevedo,2019,civil,D:\doutora-ia\direito\ebooksmds\civil\2019_1_Curso_de_Direito_Civil_4.md
2019_1_Curso_de_Direito_Civil_5,Álvaro Villaça Azevedo,2019,civil,D:\doutora-ia\direito\ebooksmds\civil\2019_1_Curso_de_Direito_Civil_5.md
2019_1_Curso_de_Direito_Civil_6,Álvaro Villaça Azevedo,2019,civil,D:\doutora-ia\direito\ebooksmds\civil\2019_1_Curso_de_Direito_Civil_6.md
2019_1_Curso_de_Direito_Civil_7,Álvaro Villaça Azevedo,2019,civil,D:\doutora-ia\direito\ebooksmds\civil\2019_1_Curso_de_Direito_Civil_7.md
2020_Curso_de_Direito_Processual_Civil_1_Marcus_Vinicius_Rios_Gonc¸alves,Marcus Vinicius Rios,2020,civil,D:\doutora-ia\direito\ebooksmds\civil\2020_Curso_de_Direito_Processual_Civil_1_Marcus_Vinicius_Rios_Gonc¸alves.md
2020_Livro_Inventário_e_Partilha_Teoria_e_Prática_Euclides_de_Oliveira,Sebastião Amorim,2020,civil,D:\doutora-ia\direito\ebooksmds\civil\2020_Livro_Inventário_e_Partilha_Teoria_e_Prática_Euclides_de_Oliveira.md
2021 Código Civil comentado Doutrina e jurisprudência Anderson Schreiber,Anderson Schreiber,2021,civil,D:\doutora-ia\direito\ebooksmds\civil\2021 Código Civil comentado Doutrina e jurisprudência Anderson Schreiber.md
"2021 GAGLIANO, Pablo Stolze. Manual de Direito Civil - Volume Único",DADOS INTERNACIONAIS DE CATALOGAÇÃO NA PUBLICAÇÃO,2021,civil,"D:\doutora-ia\direito\ebooksmds\civil\2021 GAGLIANO, Pablo Stolze. Manual de Direito Civil - Volume Único.md"
2022_Divorcio_Extinção_de_União_Estável_e_Inventário_por_Escritura,Christiano Cassettari,2022,civil,D:\doutora-ia\direito\ebooksmds\civil\2022_Divorcio_Extinção_de_União_Estável_e_Inventário_por_Escritura.md
2024 Pedro Lenza - Direito Processual Civil,COORDENADOR,2024,civil,D:\doutora-ia\direito\ebooksmds\civil\2024 Pedro Lenza - Direito Processual Civil.md
30958122 Manual De Direito Processual Civil 2016 Marcelo Abelha,PREMISSAS FUNDAMENTAIS PARA,2017,civil,D:\doutora-ia\direito\ebooksmds\civil\30958122 Manual De Direito Processual Civil 2016 Marcelo Abelha.md
323987924_Pratica_de_Contestacao_No_Processo_Civil_Gediel_Claudino,Gediel Claudino de,2016,civil,D:\doutora-ia\direito\ebooksmds\civil\323987924_Pratica_de_Contestacao_No_Processo_Civil_Gediel_Claudino.md
360 - Legislação Civil Especial - 2024.1,INDICAÇÃO DOS PRINCIPAIS ARTIGOS,2024,civil,D:\doutora-ia\direito\ebooksmds\civil\360 - Legislação Civil Especial - 2024.1.md
3_direito_civil,FUNDAMENTOS,2019,civil,D:\doutora-ia\direito\ebooksmds\civil\3_direito_civil.md
4 Darlan Barroso - Prática Processual no Novo Processo Civil,DARLAN BARROSO,2016,civil,D:\doutora-ia\direito\ebooksmds\civil\4 Darlan Barroso - Prática Processual no Novo Processo Civil.md
4. Direito Civil - Direito das Coisas (2017) - Flavio Tartuce,Não identificado,2017,civil,D:\doutora-ia\direito\ebooksmds\civil\4. Direito Civil - Direito das Coisas (2017) - Flavio Tartuce.md
685015210-Instituicoes-de-Direito-Processual-Civil-II-Candido-Rangel-Dinamarco,Não identificado,2013,civil,D:\doutora-ia\direito\ebooksmds\civil\685015210-Instituicoes-de-Direito-Processual-Civil-II-Candido-Rangel-Dinamarco.md
696437126-Parecer-Contratos,Ana Luiza,2023,civil,D:\doutora-ia\direito\ebooksmds\civil\696437126-Parecer-Contratos.md
712457670-ARQUIVO-PORTAL-CJCODCIVIL-7943ComissaoESPComissaoCJCODCIVIL20231217,Ana Luiza,2023,civil,D:\doutora-ia\direito\ebooksmds\civil\712457670-ARQUIVO-PORTAL-CJCODCIVIL-7943ComissaoESPComissaoCJCODCIVIL20231217.md
811235941-LIVRO-Inventario-e-Partilha-de-Bens-Holding-Julio-Cesar-Sanchez-2022-1,Santana,2024,civil,D:\doutora-ia\direito\ebooksmds\civil\811235941-LIVRO-Inventario-e-Partilha-de-Bens-Holding-Julio-Cesar-Sanchez-2022-1.md
985 Novo Curso de Direito Civil Pablo Stolze Gagliano,Pablo Stolze,2015,civil,D:\doutora-ia\direito\ebooksmds\civil\985 Novo Curso de Direito Civil Pablo Stolze Gagliano.md
@T- Dano Moral 2021,Renata de Lima,2021,civil,D:\doutora-ia\direito\ebooksmds\civil\@T- Dano Moral 2021.md
A Prova no Processo Civil 2019,Bruno Augusto Sampaio,2019,civil,D:\doutora-ia\direito\ebooksmds\civil\A Prova no Processo Civil 2019.md
A Prova no Processo Civil,PROCESSO CIVIL,2019,civil,D:\doutora-ia\direito\ebooksmds\civil\A Prova no Processo Civil.md
As_Funções_da_Responsabilidade_Civil_2022_Nelson_Rosenvald,Nelson Rosenvald,2022,civil,D:\doutora-ia\direito\ebooksmds\civil\As_Funções_da_Responsabilidade_Civil_2022_Nelson_Rosenvald.md
C pia de Direito Civil - Bruno Miragem - 2017,Bruno Miragem,2017,civil,D:\doutora-ia\direito\ebooksmds\civil\C pia de Direito Civil - Bruno Miragem - 2017.md
Caderno_de_Estudos_2024_Direito_Processual_Civil_CPC_E_JUIZADOS,Gerson Cavalcante,2024,civil,D:\doutora-ia\direito\ebooksmds\civil\Caderno_de_Estudos_2024_Direito_Processual_Civil_CPC_E_JUIZADOS.md
Carlos Roberto Gonçalves - Direito Civil - 2 - Esquematizado,CARLOS ROBERTO GONÇALVES,2014,civil,D:\doutora-ia\direito\ebooksmds\civil\Carlos Roberto Gonçalves - Direito Civil - 2 - Esquematizado.md
Civil (2024-06-18),User,2024,civil,D:\doutora-ia\direito\ebooksmds\civil\Civil (2024-06-18).md
Civil Volume Único 2023 - Flávio Tartuce,CATALOGAÇÃO NA FONTE,2023,civil,D:\doutora-ia\direito\ebooksmds\civil\Civil Volume Único 2023 - Flávio Tartuce.md
Civil Volume Único 2023 - Flávio Tartuce,CATALOGAÇÃO NA FONTE,2023,civil,D:\doutora-ia\direito\ebooksmds\civil\Civil Volume Único 2023 - Flávio Tartuce.md
civil_-_lindb_-_revisado_até_24.04.2024,VIGÊNCIA DAS NORMAS,2025,civil,D:\doutora-ia\direito\ebooksmds\civil\civil_-_lindb_-_revisado_até_24.04.2024.md
Civil_Leis Extravagantes (2024-06-18),User,2024,civil,D:\doutora-ia\direito\ebooksmds\civil\Civil_Leis Extravagantes (2024-06-18).md
cod civil comentado,Renan Lotufo,2017,civil,D:\doutora-ia\direito\ebooksmds\civil\cod civil comentado.md
Codigo Civil Comentado MariaHelena Diniz Doutrina,NOVO CÓDIGO CIVIL COMENTADO,2007,civil,D:\doutora-ia\direito\ebooksmds\civil\Codigo Civil Comentado MariaHelena Diniz Doutrina.md
Codigo_Civil_e_Normas_Correlatas_11ª_ed_Senado_Federal_2020,SENADO FEDERAL,2020,civil,D:\doutora-ia\direito\ebooksmds\civil\Codigo_Civil_e_Normas_Correlatas_11ª_ed_Senado_Federal_2020.md
Compendio-Licitacoes-e-Contratos-Lei-14.133-1,GOVERNO DO ESTADO DO RIO DE JANEIRO,2023,civil,D:\doutora-ia\direito\ebooksmds\civil\Compendio-Licitacoes-e-Contratos-Lei-14.133-1.md
Condominio_Edilicio_e_Incorporacao (2),Arnaldo Rizzardo,2019,civil,D:\doutora-ia\direito\ebooksmds\civil\Condominio_Edilicio_e_Incorporacao (2).md
Condominio_Edilicio_e_Incorporacao,Arnaldo Rizzardo,2019,civil,D:\doutora-ia\direito\ebooksmds\civil\Condominio_Edilicio_e_Incorporacao.md
Código_de_Processo_Civil_Comentado_2020_Nelson_Nery_Junior,CÓDIGO DE PROCESSO CIVIL COMENTADO,2019,civil,D:\doutora-ia\direito\ebooksmds\civil\Código_de_Processo_Civil_Comentado_2020_Nelson_Nery_Junior.md
CP Iuris — Ebook de Direito Civil,SOBRE OS AUTORES,2020,civil,D:\doutora-ia\direito\ebooksmds\civil\CP Iuris — Ebook de Direito Civil.md
Curso Completo de Direito Civil - Cesar Fiuza,Cesar Fiuza,1999,civil,D:\doutora-ia\direito\ebooksmds\civil\Curso Completo de Direito Civil - Cesar Fiuza.md
Curso de Direito Civil - Familia - Sucessões - Fabio Ulhoa Coelho,Fábio Ulhoa Coelho,2013,civil,D:\doutora-ia\direito\ebooksmds\civil\Curso de Direito Civil - Familia - Sucessões - Fabio Ulhoa Coelho.md
Curso de Direito Civil - I - Fábio Ulhoa - 2020.pdf,TECNOLOGIA LTDA,2020,civil,D:\doutora-ia\direito\ebooksmds\civil\Curso de Direito Civil - I - Fábio Ulhoa - 2020.pdf.md
Curso de Direito Civil - II - Fábio Ulhoa - 2020.pdf,RESPONSABILIDADE,2020,civil,D:\doutora-ia\direito\ebooksmds\civil\Curso de Direito Civil - II - Fábio Ulhoa - 2020.pdf.md
Curso de Direito Civil - Parte Geral - Fabio Ulhoa Coelho,Fábio Ulhoa Coelho,2013,civil,D:\doutora-ia\direito\ebooksmds\civil\Curso de Direito Civil - Parte Geral - Fabio Ulhoa Coelho.md
Curso de Direito Civil - Vol. 4 - Fabio Ulhoa Coelho,Fábio Ulhoa Coelho,2018,civil,D:\doutora-ia\direito\ebooksmds\civil\Curso de Direito Civil - Vol. 4 - Fabio Ulhoa Coelho.md
Curso de Direito Civil - Vol. 5 - Fabio Ulhoa Coelho,Fábio Ulhoa Coelho,2018,civil,D:\doutora-ia\direito\ebooksmds\civil\Curso de Direito Civil - Vol. 5 - Fabio Ulhoa Coelho.md
Curso de Direito Civil - Volume 1 - Paulo Nader - 201,ÍNDICE SISTEMÁTICO,2021,civil,D:\doutora-ia\direito\ebooksmds\civil\Curso de Direito Civil - Volume 1 - Paulo Nader - 201.md
Curso de Direito Civil Vol. 1,NELSON ROSENVALD,2015,civil,D:\doutora-ia\direito\ebooksmds\civil\Curso de Direito Civil Vol. 1.md
Curso de Direito Civil,Fábio Ulhoa Coelho,2013,civil,D:\doutora-ia\direito\ebooksmds\civil\Curso de Direito Civil.md
Curso de Direito Processual Civil (2),Marcus Vinicius Rios,2020,civil,D:\doutora-ia\direito\ebooksmds\civil\Curso de Direito Processual Civil (2).md
Curso de Direito Processual Civil - Vol. II - Humberto Theodoro Júnior - 2018,Humberto Theodoro Júnior,2018,civil,D:\doutora-ia\direito\ebooksmds\civil\Curso de Direito Processual Civil - Vol. II - Humberto Theodoro Júnior - 2018.md
Curso de Direito Processual Civil - Vol. III,HUMBERTO THEODORO GOMES,2017,civil,D:\doutora-ia\direito\ebooksmds\civil\Curso de Direito Processual Civil - Vol. III.md
Curso de Direito Processual Civil - Volume 03 - Humberto Theodoro Junior - 2019 (1),Humberto Theodoro Júnior,2019,civil,D:\doutora-ia\direito\ebooksmds\civil\Curso de Direito Processual Civil - Volume 03 - Humberto Theodoro Junior - 2019 (1).md
Curso de Direito Processual Civil - Volume 03 - Humberto Theodoro Junior - 2019,Humberto Theodoro Júnior,2019,civil,D:\doutora-ia\direito\ebooksmds\civil\Curso de Direito Processual Civil - Volume 03 - Humberto Theodoro Junior - 2019.md
Curso de Direito Processual Civil 3,Marcus Vinicius Rios,2020,civil,D:\doutora-ia\direito\ebooksmds\civil\Curso de Direito Processual Civil 3.md
Curso de Direito Processual Civil(1),Marcus Vinicius Rios,2020,civil,D:\doutora-ia\direito\ebooksmds\civil\Curso de Direito Processual Civil(1).md
Curso de Direito Processual Civil,FASE POSTULATÓRIA,2020,civil,D:\doutora-ia\direito\ebooksmds\civil\Curso de Direito Processual Civil.md
Curso de Processo Civil - volume 1,LUIZ GUILHERME MARINONI,2017,civil,D:\doutora-ia\direito\ebooksmds\civil\Curso de Processo Civil - volume 1.md
Curso de Processo Civil -volume 3,LUIZ GUILHERME MARINONI,2017,civil,D:\doutora-ia\direito\ebooksmds\civil\Curso de Processo Civil -volume 3.md
Curso de Processo Civil volum2,LUIZ GUILHERME MARINONI,2017,civil,D:\doutora-ia\direito\ebooksmds\civil\Curso de Processo Civil volum2.md
Curso Didático de Direito Civil (2017),Não identificado,2017,civil,D:\doutora-ia\direito\ebooksmds\civil\Curso Didático de Direito Civil (2017).md
Curso_de_Direito_Civil_Vol_2_Obrigações_Cristiano_Chaves_de_Farias,NELSON ROSENVALD,2015,civil,D:\doutora-ia\direito\ebooksmds\civil\Curso_de_Direito_Civil_Vol_2_Obrigações_Cristiano_Chaves_de_Farias.md
Curso_de_Direito_Civil_Vol_4_Contratos_Cristiano_Chaves_de_Farias,NELSON ROSENVALD,2015,civil,D:\doutora-ia\direito\ebooksmds\civil\Curso_de_Direito_Civil_Vol_4_Contratos_Cristiano_Chaves_de_Farias.md
Curso_de_Direito_Civil_Vol_5_Direitos_Reais_Cristiano_Chaves_de,NELSON ROSENVALD,2015,civil,D:\doutora-ia\direito\ebooksmds\civil\Curso_de_Direito_Civil_Vol_5_Direitos_Reais_Cristiano_Chaves_de.md
Curso_de_Direito_Civil_Vol_6_Direito_de_Famílias_Cristiano_Chaves,NELSON ROSENVALD,2015,civil,D:\doutora-ia\direito\ebooksmds\civil\Curso_de_Direito_Civil_Vol_6_Direito_de_Famílias_Cristiano_Chaves.md
Curso_de_Direito_Civil_Vol_7_Direito_das_Sucessões_Cristiano_Chaves,NELSON ROSENVALD,2015,civil,D:\doutora-ia\direito\ebooksmds\civil\Curso_de_Direito_Civil_Vol_7_Direito_das_Sucessões_Cristiano_Chaves.md
Curso_de_Direito_Processual_Civil_-_Vol.,Não Identificado,Não Identificado,Geral,D:\doutora-ia\direito\ebooksmds\civil\Curso_de_Direito_Processual_Civil_-_Vol..md
Curso_de_Direito_Processual_Civil_1_Fredie_Didier_Jr_2019,FREDIE DIDIER JR,2019,civil,D:\doutora-ia\direito\ebooksmds\civil\Curso_de_Direito_Processual_Civil_1_Fredie_Didier_Jr_2019.md
Curso_de_Direito_Processual_Civil_Vol_1,HUMBERTO THEODORO GOMES,2015,civil,D:\doutora-ia\direito\ebooksmds\civil\Curso_de_Direito_Processual_Civil_Vol_1.md
Curso_de_Direito_Processual_Civil_Vol_II_Humberto_Theodoro_Júnior,Humberto Theodoro Júnior,2018,civil,D:\doutora-ia\direito\ebooksmds\civil\Curso_de_Direito_Processual_Civil_Vol_II_Humberto_Theodoro_Júnior.md
Código Civil Comentado - Flávio Tartuce e outros autores-1,Flávio Tartuce,2019,civil,D:\doutora-ia\direito\ebooksmds\civil\Código Civil Comentado - Flávio Tartuce e outros autores-1.md
Código Civil Comentado Nelson Nery Junior- 10ed (2013),NELSON NERY JUNIOR,2013,civil,D:\doutora-ia\direito\ebooksmds\civil\Código Civil Comentado Nelson Nery Junior- 10ed (2013).md
CÓDIGO CIVIL COMENTADO_Artigo_por_Artigo (2024),Ulisses Vieira Moreira,2025,civil,D:\doutora-ia\direito\ebooksmds\civil\CÓDIGO CIVIL COMENTADO_Artigo_por_Artigo (2024).md
CÓDIGO CIVIL E LINDB - 2024.1 - 02.01.2024,Gerson Cavalcante,2024,civil,D:\doutora-ia\direito\ebooksmds\civil\CÓDIGO CIVIL E LINDB - 2024.1 - 02.01.2024.md
CÓDIGO CIVIL E LINDB - 20241 - 02012024_240314_085003,CÓDIGO CIVIL,2024,civil,D:\doutora-ia\direito\ebooksmds\civil\CÓDIGO CIVIL E LINDB - 20241 - 02012024_240314_085003.md
Código Civil e LINDB - 2025.1,INDICAÇÃO DOS PRINCIPAIS ARTIGOS,2025,civil,D:\doutora-ia\direito\ebooksmds\civil\Código Civil e LINDB - 2025.1.md
Código Civil Interpretado,CÓDIGO CIVIL,2011,civil,D:\doutora-ia\direito\ebooksmds\civil\Código Civil Interpretado.md
Código Civil,Theotonio Negra,2020,civil,D:\doutora-ia\direito\ebooksmds\civil\Código Civil.md
Código de Processo Civil Comentado,CÓDIGO DE PROCESSO CIVIL COMENTADO,2019,civil,D:\doutora-ia\direito\ebooksmds\civil\Código de Processo Civil Comentado.md
Código de Processo Civil e Juizados Especiais - 2025.1,INDICAÇÃO DOS PRINCIPAIS ARTIGOS,2025,civil,D:\doutora-ia\direito\ebooksmds\civil\Código de Processo Civil e Juizados Especiais - 2025.1.md
Código de Processo Civil,PARTE GERAL,2019,civil,D:\doutora-ia\direito\ebooksmds\civil\Código de Processo Civil.md
"Código_Civil_para_Concursos_Doutrina,_Jurisprudência_e_Questões",CODIGO,2017,civil,"D:\doutora-ia\direito\ebooksmds\civil\Código_Civil_para_Concursos_Doutrina,_Jurisprudência_e_Questões.md"
Código_de_Processo_Civil_Anotado_Humberto_Theodoro_Júnior_2018,Humberto Theodoro Júnior,2018,civil,D:\doutora-ia\direito\ebooksmds\civil\Código_de_Processo_Civil_Anotado_Humberto_Theodoro_Júnior_2018.md
D Civil 2017,Unknown,2017,civil,D:\doutora-ia\direito\ebooksmds\civil\D Civil 2017.md
Dano moral - Alexandre Pereira Bonna,Renata de Lima,2021,civil,D:\doutora-ia\direito\ebooksmds\civil\Dano moral - Alexandre Pereira Bonna.md
Dano Moral - Humberto Theodoro Jr,Humberto Theodoro Júnior,2020,civil,D:\doutora-ia\direito\ebooksmds\civil\Dano Moral - Humberto Theodoro Jr.md
"DINIZ,_Maria_Helena_Curso_de_Direito_Civil_Brasileiro_Volume_4",ÜIRE ITO DAS CO ISAS,2013,civil,"D:\doutora-ia\direito\ebooksmds\civil\DINIZ,_Maria_Helena_Curso_de_Direito_Civil_Brasileiro_Volume_4.md"
Direito Civil (2),FIGUEIREDO,2020,civil,D:\doutora-ia\direito\ebooksmds\civil\Direito Civil (2).md
Direito Civil - 2023-Série Resumos-BENS,PATRIMÔNIO JURÍDICO,2023,civil,D:\doutora-ia\direito\ebooksmds\civil\Direito Civil - 2023-Série Resumos-BENS.md
Direito Civil - 2023-Série Resumos-CONTRATOS EM ESPECIE,CONTRATOS EM ESPECIE,2023,civil,D:\doutora-ia\direito\ebooksmds\civil\Direito Civil - 2023-Série Resumos-CONTRATOS EM ESPECIE.md
Direito Civil - 2023-Série Resumos-DIREITO DAS COISAS,TEORIA PERSONALISTA,2023,civil,D:\doutora-ia\direito\ebooksmds\civil\Direito Civil - 2023-Série Resumos-DIREITO DAS COISAS.md
Direito Civil - 2023-Série Resumos-DIREITO DAS OBRIGACOES,INFORMAÇÕES INICIAIS,2023,civil,D:\doutora-ia\direito\ebooksmds\civil\Direito Civil - 2023-Série Resumos-DIREITO DAS OBRIGACOES.md
Direito Civil - 2023-Série Resumos-DOMICILIO,DOMICÍLIO VOLUNTÁRIO,2023,civil,D:\doutora-ia\direito\ebooksmds\civil\Direito Civil - 2023-Série Resumos-DOMICILIO.md
Direito Civil - 2023-Série Resumos-NEGOCIO JURIDICO,NEGOCIO JURIDICO,2023,civil,D:\doutora-ia\direito\ebooksmds\civil\Direito Civil - 2023-Série Resumos-NEGOCIO JURIDICO.md
Direito Civil - 2023-Série Resumos-PRESCRICAO E DECADENCIA,CARACTERÍSTICAS DA PRESCRIÇÃO,2023,civil,D:\doutora-ia\direito\ebooksmds\civil\Direito Civil - 2023-Série Resumos-PRESCRICAO E DECADENCIA.md
Direito Civil - 2023-Série Resumos-RESPONSABILIDADE CIVIL,RESPONSABILIDADE CIVIL,2023,civil,D:\doutora-ia\direito\ebooksmds\civil\Direito Civil - 2023-Série Resumos-RESPONSABILIDADE CIVIL.md
Direito Civil - 2024 - Código Civil comentado,Ministro Cezar Peluso,2025,civil,D:\doutora-ia\direito\ebooksmds\civil\Direito Civil - 2024 - Código Civil comentado.md
Direito civil - 2024 - CÓDIGO CIVIL COMENTADO - por artigo,Ulisses Vieira Moreira,2025,civil,D:\doutora-ia\direito\ebooksmds\civil\Direito civil - 2024 - CÓDIGO CIVIL COMENTADO - por artigo.md
Direito Civil - 2024 - Direito de Família - Carlos Roberto,DADOS INTERNACIONAIS DE CATALOGAÇÃO NA PUBLICAÇÃO,2024,civil,D:\doutora-ia\direito\ebooksmds\civil\Direito Civil - 2024 - Direito de Família - Carlos Roberto.md
Direito civil - 2024 - lindb,VIGÊNCIA DAS NORMAS,2025,civil,D:\doutora-ia\direito\ebooksmds\civil\Direito civil - 2024 - lindb.md
Direito Civil - 2024 - Manual - Flávio Tartuce,Não identificado,2024,civil,D:\doutora-ia\direito\ebooksmds\civil\Direito Civil - 2024 - Manual - Flávio Tartuce.md
Direito Civil - 2024-Série Resumos-BENS,PATRIMÔNIO JURÍDICO,2024,civil,D:\doutora-ia\direito\ebooksmds\civil\Direito Civil - 2024-Série Resumos-BENS.md
Direito Civil - 2024-Série Resumos-CONTRATOS-EM-ESPECIE,CONTRATOS EM ESPÉCIE,2024,civil,D:\doutora-ia\direito\ebooksmds\civil\Direito Civil - 2024-Série Resumos-CONTRATOS-EM-ESPECIE.md
Direito Civil - Direito de Família - Esquematizado,paulinho morae,2016,civil,D:\doutora-ia\direito\ebooksmds\civil\Direito Civil - Direito de Família - Esquematizado.md
Direito Civil - MAPAS MENTAIS - CIVIL_CRISTIANO_SOBRAL,MAPAS MENTAIS,2019,civil,D:\doutora-ia\direito\ebooksmds\civil\Direito Civil - MAPAS MENTAIS - CIVIL_CRISTIANO_SOBRAL.md
Direito Civil - Obrigações - 2017,CIVIL,2017,civil,D:\doutora-ia\direito\ebooksmds\civil\Direito Civil - Obrigações - 2017.md
Direito Civil - V 2 - F Tartuce - 2019,Flávio Tartuce,2019,civil,D:\doutora-ia\direito\ebooksmds\civil\Direito Civil - V 2 - F Tartuce - 2019.md
